parameter,category,secpi_low,secpi_high,absolute_effect,sensitivity_index
Narra.crown_diameter_m,Species_Morphology,3.04595,4.4176166666666665,1.3716666666666666,0.44631236442516276
Talisay.h1,Species_Allometry,4.412066666666667,4.419616666666667,0.007550000000000168,0.0024566160520607923
Talisay.height_m,Species_Morphology,4.413266666666667,4.4191,0.005833333333333357,0.0018980477223427413
Akleng-parang.crown_diameter_m,Species_Morphology,4.421116666666666,4.415316666666667,0.005799999999999805,0.0018872017353578545
cca_threshold,Cooling_Model,4.416049999999999,4.421783333333333,0.00573333333333359,0.00186550976138837
Kabiki.h1,Species_Allometry,4.41635,4.421516666666666,0.005166666666665876,0.0016811279826461638
Talisay.l0,Species_Allometry,4.419183333333334,4.4142,0.004983333333333562,0.0016214750542300094
Banaba.crown_diameter_m,Species_Morphology,4.416950000000001,4.421516666666666,0.004566666666665498,0.0014859002169193595
Narra.height_m,Species_Morphology,4.421716666666667,4.417416666666667,0.0042999999999997485,0.0013991323210411331
Narra.h1,Species_Allometry,4.419816666666667,4.415683333333334,0.004133333333332878,0.0013449023861169887
Talisay.l1,Species_Allometry,4.412850000000001,4.416683333333334,0.0038333333333335773,0.0012472885032538757
decay_lambda,Cooling_Model,4.422,4.418183333333333,0.0038166666666663573,0.0012418655097612879
Kabiki.l1,Species_Allometry,4.4205000000000005,4.417183333333334,0.0033166666666666345,0.0010791757049891438
Akleng-parang.l1,Species_Allometry,4.419033333333334,4.416083333333334,0.00295000000000023,0.0009598698481562573
Talisay.crown_diameter_m,Species_Morphology,4.420366666666667,4.417483333333333,0.002883333333334015,0.0009381778741867729
Banaba.h0,Species_Allometry,4.4193500000000006,4.416616666666666,0.0027333333333343646,0.0008893709327552164
Duhat.height_m,Species_Morphology,4.421500000000001,4.419033333333333,0.0024666666666677273,0.000802603036876701
Narra.l0,Species_Allometry,4.419483333333333,4.41735,0.0021333333333330984,0.0006941431670281233
Narra.h0,Species_Allometry,4.418283333333334,4.420366666666666,0.0020833333333323267,0.0006778741865506487
Narra.l1,Species_Allometry,4.4182999999999995,4.420100000000001,0.001800000000001134,0.0005856832971804125
Banaba.height_m,Species_Morphology,4.418066666666667,4.419383333333333,0.0013166666666659665,0.0004284164858999892
Akleng-parang.h0,Species_Allometry,4.41685,4.4181333333333335,0.001283333333333303,0.0004175704989153915
Duhat.l1,Species_Allometry,4.4177333333333335,4.418916666666667,0.001183333333333536,0.0003850325379610205
Kabiki.h0,Species_Allometry,4.420000000000001,4.42115,0.0011499999999990962,0.0003741865509758448
Kabiki.height_m,Species_Morphology,4.418916666666667,4.42005,0.0011333333333327644,0.00036876355748354596
shade_weight,Weighting,4.420583333333333,4.41955,0.0010333333333329975,0.00033622559652917496
Banaba.l1,Species_Allometry,4.418983333333333,4.4180166666666665,0.0009666666666667822,0.00031453362255969057
Banaba.h1,Species_Allometry,4.418033333333333,4.41715,0.0008833333333324589,0.0002874186550973294
Akleng-parang.height_m,Species_Morphology,4.4197999999999995,4.419,0.0007999999999999119,0.0002603036876355462
Duhat.crown_diameter_m,Species_Morphology,4.4208333333333325,4.4201,0.0007333333333328085,0.00023861171366577286
Akleng-parang.h1,Species_Allometry,4.4206666666666665,4.421333333333333,0.0006666666666665932,0.0002169197396962885
Duhat.h0,Species_Allometry,4.419333333333333,4.419833333333334,0.0005000000000006111,0.00016268980477243314
Banaba.l0,Species_Allometry,4.419166666666667,4.418716666666667,0.0004500000000007276,0.00014642082429524762
competition_k,Cooling_Model,4.420333333333333,4.42075,0.0004166666666671759,0.00013557483731036095
Duhat.l0,Species_Allometry,4.4203,4.4199166666666665,0.0003833333333336242,0.00012472885032547426
Kabiki.crown_diameter_m,Species_Morphology,4.419933333333334,4.4196,0.0003333333333337407,0.00010845986984828875
Talisay.h0,Species_Allometry,4.421133333333334,4.421333333333333,0.00019999999999953388,6.507592190874205e-05
Duhat.h1,Species_Allometry,4.419466666666667,4.4196,0.00013333333333331865,4.33839479392577e-05
Akleng-parang.l0,Species_Allometry,4.418633333333333,4.418550000000001,8.3333333332547e-05,2.7114967461783193e-05
Kabiki.l0,Species_Allometry,4.41945,4.419466666666666,1.6666666665443586e-05,5.422993492009844e-06
