category,parameter,level,value,secpi_mean,secpi_std
Baseline,Baseline,mid,-,3.0575999999999994,0.038655982719366995
Species_Morphology,Narra.crown_diameter_m,low,12.0,3.0241666666666664,0.006940861297818482
Species_Morphology,Narra.crown_diameter_m,high,34.0,4.38015,0.002950423698386248
Species_Morphology,Narra.height_m,low,24.0,4.37585,0.007625942564693262
Species_Morphology,Narra.height_m,high,36.0,4.375100000000001,0.01566370539389294
Species_Morphology,Talisay.crown_diameter_m,low,9.0,4.383433333333333,0.011212592127703059
Species_Morphology,Talisay.crown_diameter_m,high,15.0,4.37025,0.01040776953370281
Species_Morphology,Talisay.height_m,low,28.0,4.377566666666667,0.008585776351359105
Species_Morphology,Talisay.height_m,high,42.0,4.385549999999999,0.003808543028508394
Species_Morphology,Banaba.crown_diameter_m,low,10.0,4.376433333333334,0.005468292441175784
Species_Morphology,Banaba.crown_diameter_m,high,12.0,4.37925,0.0033098338326869934
Species_Morphology,Banaba.height_m,low,9.0,4.384416666666667,0.005810383425864111
Species_Morphology,Banaba.height_m,high,18.0,4.386400000000001,0.0018991226044324876
Species_Morphology,Kabiki.crown_diameter_m,low,10.0,4.382016666666666,0.002383741223837173
Species_Morphology,Kabiki.crown_diameter_m,high,12.0,4.381066666666666,0.005088603825106611
Species_Morphology,Kabiki.height_m,low,9.0,4.381916666666666,0.004228934722703979
Species_Morphology,Kabiki.height_m,high,18.0,4.375683333333334,0.006559005683452143
Species_Morphology,Duhat.crown_diameter_m,low,8.0,4.379316666666667,0.005878822633449362
Species_Morphology,Duhat.crown_diameter_m,high,11.0,4.3892999999999995,0.0018142950880897844
Species_Morphology,Duhat.height_m,low,14.0,4.3888,0.0005099019513593095
Species_Morphology,Duhat.height_m,high,30.0,4.3806666666666665,0.003349212179337385
Species_Morphology,Akleng-parang.crown_diameter_m,low,18.0,4.377949999999999,0.009661866624346836
Species_Morphology,Akleng-parang.crown_diameter_m,high,30.0,4.3712333333333335,0.007722945609602814
Species_Morphology,Akleng-parang.height_m,low,18.0,4.381416666666667,0.008227629603287559
Species_Morphology,Akleng-parang.height_m,high,30.0,4.377983333333333,0.006304671989000441
Species_Allometry,Narra.l0,low,0.2125,4.375933333333333,0.008313075376911942
Species_Allometry,Narra.l0,high,0.2875,4.385016666666666,0.006194397109933815
Species_Allometry,Narra.l1,low,1.615,4.379966666666667,0.009928270521876099
Species_Allometry,Narra.l1,high,2.1849999999999996,4.375116666666667,0.001918911728616451
Species_Allometry,Narra.h0,low,43.52,4.378833333333333,0.01070158347577069
Species_Allometry,Narra.h0,high,58.879999999999995,4.377133333333333,0.002978907331369736
Species_Allometry,Narra.h1,low,0.6375,4.388366666666667,0.004152375491477318
Species_Allometry,Narra.h1,high,0.8624999999999999,4.379266666666667,0.009823130299903985
Species_Allometry,Talisay.l0,low,0.17,4.375333333333333,0.0027713815247193546
Species_Allometry,Talisay.l0,high,0.22999999999999998,4.376266666666667,0.010084338792845588
Species_Allometry,Talisay.l1,low,1.53,4.385016666666666,0.0072551514265533825
Species_Allometry,Talisay.l1,high,2.07,4.38475,0.004992661280987008
Species_Allometry,Talisay.h0,low,40.120000000000005,4.3803833333333335,0.007879227260476117
Species_Allometry,Talisay.h0,high,54.28,4.3784,0.007639480785149179
Species_Allometry,Talisay.h1,low,0.6034999999999999,4.382266666666667,0.007728015412913209
Species_Allometry,Talisay.h1,high,0.8164999999999999,4.36845,0.009648920492296943
Species_Allometry,Banaba.l0,low,0.17,4.377816666666667,0.00900058640064959
Species_Allometry,Banaba.l0,high,0.22999999999999998,4.3876,0.002205674500011224
Species_Allometry,Banaba.l1,low,1.53,4.377816666666667,0.00820795684415746
Species_Allometry,Banaba.l1,high,2.07,4.3839,0.004292046908721674
Species_Allometry,Banaba.h0,low,38.93,4.379333333333332,0.004373467985732014
Species_Allometry,Banaba.h0,high,52.669999999999995,4.377066666666667,0.0059942101694514475
Species_Allometry,Banaba.h1,low,0.612,4.381216666666667,0.0005720334100574547
Species_Allometry,Banaba.h1,high,0.828,4.3800333333333334,0.004025405431616629
Species_Allometry,Kabiki.l0,low,0.187,4.371033333333334,0.009776616092606839
Species_Allometry,Kabiki.l0,high,0.253,4.37785,0.008879470704946298
Species_Allometry,Kabiki.l1,low,1.5725,4.370166666666667,0.006031905908491272
Species_Allometry,Kabiki.l1,high,2.1275,4.376133333333333,0.006618198815051937
Species_Allometry,Kabiki.h0,low,41.225,4.384983333333333,0.0031284536471274616
Species_Allometry,Kabiki.h0,high,55.775,4.383033333333334,0.0027314017565264878
Species_Allometry,Kabiki.h1,low,0.6204999999999999,4.37495,0.012038064628502555
Species_Allometry,Kabiki.h1,high,0.8394999999999999,4.377866666666667,0.009895313144222368
Species_Allometry,Duhat.l0,low,0.153,4.377066666666667,0.0022746184051151514
Species_Allometry,Duhat.l0,high,0.207,4.379116666666667,0.008502581307396825
Species_Allometry,Duhat.l1,low,1.4875,4.370966666666667,0.004307422534287439
