parameter,category,secpi_low,secpi_high,absolute_effect,sensitivity_index
Narra.crown_diameter_m,Species_Morphology,3.0241666666666664,4.38015,1.355983333333334,0.44347963544392144
Talisay.h1,Species_Allometry,4.382266666666667,4.36845,0.013816666666667032,0.004518794697366247
Talisay.crown_diameter_m,Species_Morphology,4.383433333333333,4.37025,0.013183333333332214,0.004311660561660197
Akleng-parang.l0,Species_Allometry,4.383783333333333,4.3726,0.011183333333332435,0.0036575527646953284
Duhat.crown_diameter_m,Species_Morphology,4.379316666666667,4.3892999999999995,0.009983333333332567,0.003265088086516408
Banaba.l0,Species_Allometry,4.377816666666667,4.3876,0.009783333333333033,0.0031996773068200665
cca_threshold,Cooling_Model,4.3725,4.382133333333333,0.009633333333333383,0.00315061922204781
Narra.h1,Species_Allometry,4.388366666666667,4.379266666666667,0.009100000000000108,0.002976190476190512
Narra.l0,Species_Allometry,4.375933333333333,4.385016666666666,0.009083333333332888,0.0029707395778822898
Duhat.h0,Species_Allometry,4.386583333333333,4.3780833333333335,0.00849999999999973,0.0027799581371009065
Duhat.height_m,Species_Morphology,4.3888,4.3806666666666665,0.008133333333333326,0.0026600383743240865
Talisay.height_m,Species_Morphology,4.377566666666667,4.385549999999999,0.007983333333332787,0.00261098028955154
Akleng-parang.h0,Species_Allometry,4.3791,4.386233333333333,0.007133333333332992,0.0023329844758415074
Kabiki.l0,Species_Allometry,4.371033333333334,4.37785,0.006816666666665583,0.0022294174079884824
Akleng-parang.crown_diameter_m,Species_Morphology,4.377949999999999,4.3712333333333335,0.006716666666665816,0.0021967120181403117
competition_k,Cooling_Model,4.382933333333333,4.376433333333334,0.006499999999999062,0.002125850340135748
Kabiki.height_m,Species_Morphology,4.381916666666666,4.375683333333334,0.006233333333332425,0.002038635967207099
Banaba.l1,Species_Allometry,4.377816666666667,4.3839,0.006083333333332774,0.001989577882434843
Kabiki.l1,Species_Allometry,4.370166666666667,4.376133333333333,0.0059666666666657875,0.0019514215942784499
Akleng-parang.l1,Species_Allometry,4.383933333333332,4.378633333333334,0.005299999999998306,0.001733385661956537
shade_weight,Weighting,4.3807833333333335,4.385866666666666,0.00508333333333244,0.0016625239839522636
Narra.l1,Species_Allometry,4.379966666666667,4.375116666666667,0.004850000000000243,0.0015862114076400588
Duhat.l1,Species_Allometry,4.370966666666667,4.375633333333333,0.004666666666666153,0.0015262515262513584
decay_lambda,Cooling_Model,4.3864833333333335,4.381866666666666,0.004616666666667157,0.0015098988313275636
Akleng-parang.height_m,Species_Morphology,4.381416666666667,4.377983333333333,0.0034333333333345095,0.001122885051456865
Kabiki.h1,Species_Allometry,4.37495,4.377866666666667,0.0029166666666666785,0.000953907203907208
Akleng-parang.h1,Species_Allometry,4.3815833333333325,4.3787666666666665,0.0028166666666660234,0.0009212018140587467
Banaba.crown_diameter_m,Species_Morphology,4.376433333333334,4.37925,0.0028166666666660234,0.0009212018140587467
Banaba.h0,Species_Allometry,4.379333333333332,4.377066666666667,0.002266666666665529,0.0007413221698932264
Duhat.l0,Species_Allometry,4.377066666666667,4.379116666666667,0.0020500000000005514,0.0006704604918892437
Banaba.height_m,Species_Morphology,4.384416666666667,4.386400000000001,0.001983333333334336,0.0006486568986572267
Talisay.h0,Species_Allometry,4.3803833333333335,4.3784,0.001983333333333448,0.0006486568986569363
Kabiki.h0,Species_Allometry,4.384983333333333,4.383033333333334,0.001949999999999008,0.000637755102040492
Narra.h0,Species_Allometry,4.378833333333333,4.377133333333333,0.0016999999999995907,0.000555991627420065
Duhat.h1,Species_Allometry,4.3785,4.377166666666667,0.0013333333333331865,0.00043607186464324525
Banaba.h1,Species_Allometry,4.381216666666667,4.3800333333333334,0.001183333333333536,0.0003870137798709891
Kabiki.crown_diameter_m,Species_Morphology,4.382016666666666,4.381066666666666,0.0009499999999995623,0.0003107012035582033
Talisay.l0,Species_Allometry,4.375333333333333,4.376266666666667,0.0009333333333341187,0.00030525030525056215
Narra.height_m,Species_Morphology,4.37585,4.375100000000001,0.0007499999999991402,0.0002452904238615713
Talisay.l1,Species_Allometry,4.385016666666666,4.38475,0.0002666666666657491,8.721437292835857e-05
