k,with_secpi,with_mean_secpi,with_std_secpi,with_n_species,with_species,with_cooling_mean,with_coverage,without_secpi,without_mean_secpi,without_std_secpi,without_n_species,without_species,without_cooling_mean,without_coverage,secpi_difference,better_scenario
1,2.7290668539325846,2.595442746330593,0.08361917569691335,1,Akleng-parang,0.049259744669469606,33.339999999999996,1.8737000000000001,1.6646,0.17052808566333,1,Akleng-parang,0.05113846192355692,37.96,0.8553668539325845,WITH
2,3.177602150537634,2.9925850760220163,0.1474519534978902,2,Narra, Akleng-parang,0.09730462049730086,57.89,2.1793,2.10742,0.06830643893513991,1,Akleng-parang,0.10013668421047164,62.629999999999995,0.9983021505376342,WITH
3,3.113813223140496,3.0035412395175753,0.07468211228986318,2,Narra, Akleng-parang,0.11542982784116833,71.72,2.2644,2.20134,0.0436014953871998,1,Narra,0.1300659792269841,67.15,0.8494132231404956,WITH
4,3.028948585572843,2.9194030138787777,0.09022172852152238,1,Narra,0.15704049650210844,60.8,2.3445,2.2799799999999997,0.035715285243156,1,Narra,0.1815329972414849,77.08,0.6844485855728428,WITH
5,3.099709813084112,2.9736800566054975,0.06642660706706809,2,Narra, Akleng-parang,0.15695078918217137,66.08000000000001,2.3048,2.25218,0.06026127778266892,2,Narra, Duhat,0.1707612983968208,74.47,0.7949098130841117,WITH
