category,parameter,level,value,secpi_mean,secpi_std
Baseline,Baseline,mid,-,3.01905,0.013332479139304788
Species_Morphology,Narra.crown_diameter_m,low,12.0,3.031633333333333,0.0036520161859201626
Species_Morphology,Narra.crown_diameter_m,high,34.0,4.474799999999999,0.0002828427124747972
Species_Morphology,Narra.height_m,low,24.0,4.4752,0.0
Species_Morphology,Narra.height_m,high,36.0,4.475016666666668,0.00025927248643488186
Species_Morphology,Talisay.crown_diameter_m,low,9.0,4.475033333333333,0.0002357022603953852
Species_Morphology,Talisay.crown_diameter_m,high,15.0,4.473716666666667,0.0019236828105369324
Species_Morphology,Talisay.height_m,low,28.0,4.474466666666667,0.0010370899457403649
Species_Morphology,Talisay.height_m,high,42.0,4.474483333333333,0.0010135197197008682
Species_Morphology,Banaba.crown_diameter_m,low,10.0,4.474333333333334,0.0006182412330331064
Species_Morphology,Banaba.crown_diameter_m,high,12.0,4.472333333333333,0.0031000896044396653
Species_Morphology,Banaba.height_m,low,9.0,4.474366666666667,0.001040299102288382
Species_Morphology,Banaba.height_m,high,18.0,4.474983333333333,0.00030641293851429383
Species_Morphology,Kabiki.crown_diameter_m,low,10.0,4.474483333333333,0.0006381396573025059
Species_Morphology,Kabiki.crown_diameter_m,high,12.0,4.4743666666666675,0.001040299102288382
Species_Morphology,Kabiki.height_m,low,9.0,4.4745,0.0009201449161227643
Species_Morphology,Kabiki.height_m,high,18.0,4.4746500000000005,0.0007082843120292139
Species_Morphology,Duhat.crown_diameter_m,low,8.0,4.473883333333333,0.0012963624321756654
Species_Morphology,Duhat.crown_diameter_m,high,11.0,4.475016666666667,0.00025927248643488186
Species_Morphology,Duhat.height_m,low,14.0,4.475,0.00016329931618552722
Species_Morphology,Duhat.height_m,high,30.0,4.474799999999999,0.0002828427124747972
Species_Morphology,Akleng-parang.crown_diameter_m,low,18.0,4.473583333333334,0.0015189543186754392
Species_Morphology,Akleng-parang.crown_diameter_m,high,30.0,4.474966666666666,0.00026246692913379214
Species_Morphology,Akleng-parang.height_m,low,18.0,4.4752,0.0
Species_Morphology,Akleng-parang.height_m,high,30.0,4.4747666666666674,0.0006128258770281691
Species_Allometry,Narra.l0,low,0.2125,4.474683333333333,0.00037932688922492306
Species_Allometry,Narra.l0,high,0.2875,4.4750000000000005,0.00014719601443885665
Species_Allometry,Narra.l1,low,1.615,4.474633333333333,0.0008013876853445609
Species_Allometry,Narra.l1,high,2.1849999999999996,4.475016666666666,0.0002248456260537603
Species_Allometry,Narra.h0,low,43.52,4.474749999999999,0.0004415880433164694
Species_Allometry,Narra.h0,high,58.879999999999995,4.474799999999999,0.00018708286933857756
Species_Allometry,Narra.h1,low,0.6375,4.4751666666666665,4.7140452079412e-05
Species_Allometry,Narra.h1,high,0.8624999999999999,4.4752,0.0
Species_Allometry,Talisay.l0,low,0.17,4.474900000000001,0.00042426406871177714
Species_Allometry,Talisay.l0,high,0.22999999999999998,4.4750000000000005,0.0002828427124747972
Species_Allometry,Talisay.l1,low,1.53,4.472650000000001,0.0036062445840513617
Species_Allometry,Talisay.l1,high,2.07,4.47365,0.0014838014242701963
Species_Allometry,Talisay.h0,low,40.120000000000005,4.47515,7.071067811848996e-05
Species_Allometry,Talisay.h0,high,54.28,4.4745333333333335,0.0006407460928913855
Species_Allometry,Talisay.h1,low,0.6034999999999999,4.4751,0.0001414213562373986
Species_Allometry,Talisay.h1,high,0.8164999999999999,4.4738999999999995,0.0014352700094408116
Species_Allometry,Banaba.l0,low,0.17,4.474783333333334,0.0002953340857779696
Species_Allometry,Banaba.l0,high,0.22999999999999998,4.474983333333333,0.0002718251071718697
Species_Allometry,Banaba.l1,low,1.53,4.4744166666666665,0.0010726395273136175
Species_Allometry,Banaba.l1,high,2.07,4.474733333333333,0.000659966329107581
Species_Allometry,Banaba.h0,low,38.93,4.475133333333333,9.42809041584053e-05
Species_Allometry,Banaba.h0,high,52.669999999999995,4.474833333333333,0.00023213980461989577
