parameter,category,secpi_low,secpi_high,absolute_effect,sensitivity_index
Duhat.crown_diameter_m,Species_Morphology,2.778333553421368,2.7768986984381256,0.0014348549832421398,0.0005165746744543719
Kabiki.crown_diameter_m,Species_Morphology,2.777983153261305,2.7776332332933173,0.0003499199679874998,0.00012597774385519398
Banaba.crown_diameter_m,Species_Morphology,2.777983153261305,2.7776332332933173,0.0003499199679874998,0.00012597774385519398
Narra.crown_diameter_m,Species_Morphology,2.7776332332933173,2.7776332332933173,0.0,0.0
Talisay.height_m,Species_Morphology,2.7776332332933173,2.7776332332933173,0.0,0.0
Talisay.crown_diameter_m,Species_Morphology,2.7776332332933173,2.7776332332933173,0.0,0.0
Banaba.height_m,Species_Morphology,2.7776332332933173,2.7776332332933173,0.0,0.0
Narra.height_m,Species_Morphology,2.7776332332933173,2.7776332332933173,0.0,0.0
Kabiki.height_m,Species_Morphology,2.7776332332933173,2.7776332332933173,0.0,0.0
Duhat.height_m,Species_Morphology,2.7768986984381256,2.7768986984381256,0.0,0.0
Akleng-parang.crown_diameter_m,Species_Morphology,2.7768986984381256,2.7768986984381256,0.0,0.0
Akleng-parang.height_m,Species_Morphology,2.7768986984381256,2.7768986984381256,0.0,0.0
Narra.l0,Species_Allometry,2.7768986984381256,2.7768986984381256,0.0,0.0
Narra.l1,Species_Allometry,2.7768986984381256,2.7768986984381256,0.0,0.0
Narra.h0,Species_Allometry,2.7768986984381256,2.7768986984381256,0.0,0.0
Narra.h1,Species_Allometry,2.7768986984381256,2.7768986984381256,0.0,0.0
Talisay.l0,Species_Allometry,2.7768986984381256,2.7768986984381256,0.0,0.0
Talisay.l1,Species_Allometry,2.7768986984381256,2.7768986984381256,0.0,0.0
Talisay.h0,Species_Allometry,2.7768986984381256,2.7768986984381256,0.0,0.0
Talisay.h1,Species_Allometry,2.7768986984381256,2.7768986984381256,0.0,0.0
Banaba.l0,Species_Allometry,2.7768986984381256,2.7768986984381256,0.0,0.0
Banaba.l1,Species_Allometry,2.7768986984381256,2.7768986984381256,0.0,0.0
Banaba.h0,Species_Allometry,2.7768986984381256,2.7768986984381256,0.0,0.0
Banaba.h1,Species_Allometry,2.7768986984381256,2.7768986984381256,0.0,0.0
Kabiki.l0,Species_Allometry,2.7768986984381256,2.7768986984381256,0.0,0.0
Kabiki.l1,Species_Allometry,2.7768986984381256,2.7768986984381256,0.0,0.0
Kabiki.h0,Species_Allometry,2.7768986984381256,2.7768986984381256,0.0,0.0
Kabiki.h1,Species_Allometry,2.7768986984381256,2.7768986984381256,0.0,0.0
Duhat.l0,Species_Allometry,2.7768986984381256,2.7768986984381256,0.0,0.0
Duhat.l1,Species_Allometry,2.7768986984381256,2.7768986984381256,0.0,0.0
Duhat.h0,Species_Allometry,2.7768986984381256,2.7768986984381256,0.0,0.0
Duhat.h1,Species_Allometry,2.7768986984381256,2.7768986984381256,0.0,0.0
Akleng-parang.l0,Species_Allometry,2.7768986984381256,2.7768986984381256,0.0,0.0
Akleng-parang.l1,Species_Allometry,2.7768986984381256,2.7768986984381256,0.0,0.0
Akleng-parang.h0,Species_Allometry,2.7768986984381256,2.7768986984381256,0.0,0.0
Akleng-parang.h1,Species_Allometry,2.7768986984381256,2.7768986984381256,0.0,0.0
decay_lambda,Cooling_Model,2.7768986984381256,2.7768986984381256,0.0,0.0
cca_threshold,Cooling_Model,2.7768986984381256,2.7768986984381256,0.0,0.0
competition_k,Cooling_Model,2.7768986984381256,2.7768986984381256,0.0,0.0
shade_weight,Weighting,2.7768986984381256,2.7768986984381256,0.0,0.0
