parameter,category,secpi_low,secpi_high,absolute_effect,sensitivity_index
Narra.crown_diameter_m,Species_Morphology,2.88095,4.293616666666667,1.412666666666667,0.4657040504604295
Akleng-parang.height_m,Species_Morphology,4.307149999999999,3.89005,0.41709999999999914,0.13750247247313216
Akleng-parang.crown_diameter_m,Species_Morphology,3.8887666666666667,4.2944,0.40563333333333373,0.13372233577284026
Talisay.height_m,Species_Morphology,3.904633333333333,4.30075,0.3961166666666669,0.13058504208698715
Duhat.crown_diameter_m,Species_Morphology,3.9127833333333335,4.307950000000001,0.39516666666666733,0.1302718621568759
Narra.height_m,Species_Morphology,3.898616666666667,4.283033333333334,0.3844166666666671,0.12672798400035176
Duhat.height_m,Species_Morphology,3.933866666666667,4.305033333333333,0.3711666666666664,0.12235994813300798
decay_lambda,Cooling_Model,3.16635,3.0074166666666664,0.1589333333333336,0.05239445286916779
Talisay.crown_diameter_m,Species_Morphology,3.8181499999999997,3.928416666666667,0.1102666666666674,0.036350849431880855
Banaba.h0,Species_Allometry,2.986183363092946,3.0581847562841245,0.07200139319117849,0.023736201355303778
Akleng-parang.h0,Species_Allometry,3.0751329196800317,3.003433188310313,0.07169973136971874,0.02363675458881741
shade_weight,Weighting,3.1543333333333337,3.082733333333333,0.07160000000000055,0.023603876837871875
Talisay.l1,Species_Allometry,2.9935562368676503,3.050987018587288,0.05743078171963756,0.018932808637053322
cca_threshold,Cooling_Model,3.0508333333333333,3.0917499999999998,0.04091666666666649,0.013488714533746452
Narra.l0,Species_Allometry,3.0159814233400053,3.04768087002733,0.031699446687324606,0.010450137366428629
Narra.l1,Species_Allometry,3.0543948343369673,3.0246059065473188,0.02978892778964859,0.009820309813954172
Kabiki.l1,Species_Allometry,3.0420322200519863,3.069829357948057,0.027797137896070634,0.00916369021430429
Narra.h0,Species_Allometry,3.0113766337700163,2.9836571015627826,0.027719532207233666,0.00913810648356091
Akleng-parang.l0,Species_Allometry,3.0138745403249723,3.0415478477750617,0.027673307450089446,0.009122867887548443
Banaba.l1,Species_Allometry,3.0457242011554446,3.071791363795729,0.02606716264028419,0.008593381235670926
Kabiki.h1,Species_Allometry,3.038687139585599,3.013307791790337,0.025379347795261964,0.00836663407241444
Duhat.l0,Species_Allometry,3.0272732282051567,3.0022481593449704,0.025025068860186295,0.00824984138596502
Talisay.l0,Species_Allometry,3.0370409509465417,3.0611670450953667,0.02412609414882505,0.007953482609884963
Duhat.l1,Species_Allometry,3.038850570949458,3.014731671752264,0.02411889919719412,0.007951110699938722
Kabiki.crown_diameter_m,Species_Morphology,3.49365,3.470466666666667,0.023183333333333334,0.007642689171666556
competition_k,Cooling_Model,3.15,3.1705333333333336,0.020533333333333736,0.006769081998197974
Banaba.height_m,Species_Morphology,3.9117999999999995,3.894166666666667,0.0176333333333325,0.0058130590536468974
Kabiki.height_m,Species_Morphology,4.2769,4.293983333333333,0.017083333333332895,0.0056317443572667285
Banaba.crown_diameter_m,Species_Morphology,4.3039,4.290283333333334,0.013616666666665722,0.004488912331596796
Talisay.h1,Species_Allometry,3.0407720626604644,3.0541591822930765,0.013387119632612077,0.004413239148352369
Banaba.l0,Species_Allometry,3.008384388527532,2.9954778773894586,0.012906511138073284,0.004254800269688562
Kabiki.l0,Species_Allometry,3.035535894970446,3.0476658775537566,0.01212998258331055,0.0039988074712568565
Kabiki.h0,Species_Allometry,3.0304456083898685,3.041339141681476,0.010893533291607582,0.0035911957841391114
Duhat.h0,Species_Allometry,3.04952712486538,3.0599737798891256,0.010446655023745421,0.003443876516036599
Banaba.h1,Species_Allometry,3.059723030452257,3.050029848981017,0.009693181471240209,0.0031954841007582934
Duhat.h1,Species_Allometry,3.0338765288702922,3.025012418726583,0.008864110143709247,0.002922169889796679
Akleng-parang.h1,Species_Allometry,3.042057413246147,3.0340855598711713,0.007971853374975524,0.0026280257714035482
Talisay.h0,Species_Allometry,3.0021012908804483,3.005962129067218,0.003860838186769744,0.0012727758247411299
Akleng-parang.l1,Species_Allometry,3.0389837132799205,3.0404811779438465,0.0014974646639260847,0.0004936588197817909
Narra.h1,Species_Allometry,3.028782493452239,3.029822086074603,0.0010395926223636387,0.0003427153103328406
