category,parameter,level,value,secpi_mean,secpi_std
Baseline,Baseline,mid,-,3.1015833333333327,0.04450663496104329
Species_Morphology,Narra.crown_diameter_m,low,12.0,3.1676333333333333,0.022378722533295602
Species_Morphology,Narra.crown_diameter_m,high,34.0,4.330216666666666,0.0023756870351308657
Species_Morphology,Narra.height_m,low,24.0,4.335033333333334,0.00012472191289256967
Species_Morphology,Narra.height_m,high,36.0,4.334133333333334,0.0006459274125025362
Species_Morphology,Talisay.crown_diameter_m,low,9.0,4.33145,0.00298356609892697
Species_Morphology,Talisay.crown_diameter_m,high,15.0,4.331416666666667,0.0006128258770281691
Species_Morphology,Talisay.height_m,low,28.0,4.332999999999999,0.001312122961717739
Species_Morphology,Talisay.height_m,high,42.0,4.324400000000001,0.011083621550137318
Species_Morphology,Banaba.crown_diameter_m,low,10.0,4.3312,0.005338695221368975
Species_Morphology,Banaba.crown_diameter_m,high,12.0,4.333866666666666,0.0005632248416236425
Species_Morphology,Banaba.height_m,low,9.0,4.31925,0.017512043474896755
Species_Morphology,Banaba.height_m,high,18.0,4.333100000000001,0.0015816657885490703
Species_Morphology,Kabiki.crown_diameter_m,low,10.0,4.321866666666667,0.015681854340464933
Species_Morphology,Kabiki.crown_diameter_m,high,12.0,4.314183333333333,0.01659469460065139
Species_Morphology,Kabiki.height_m,low,9.0,4.326216666666666,0.0056062960638515015
Species_Morphology,Kabiki.height_m,high,18.0,4.321483333333334,0.012121903957528915
Species_Morphology,Duhat.crown_diameter_m,low,8.0,4.322283333333333,0.0071054361035914814
Species_Morphology,Duhat.crown_diameter_m,high,11.0,4.334716666666667,0.00020949675149952107
Species_Morphology,Duhat.height_m,low,14.0,4.331966666666666,0.0031343083589351183
Species_Morphology,Duhat.height_m,high,30.0,4.3337,0.0018384776310849257
Species_Morphology,Akleng-parang.crown_diameter_m,low,18.0,4.333333333333333,0.0018208667044996938
Species_Morphology,Akleng-parang.crown_diameter_m,high,30.0,4.332933333333333,0.001722562690360539
Species_Morphology,Akleng-parang.height_m,low,18.0,4.33145,0.00396295344408696
Species_Morphology,Akleng-parang.height_m,high,30.0,4.332533333333333,0.0024773417653248565
Species_Allometry,Narra.l0,low,0.2125,4.333966666666666,0.0008663460945578615
Species_Allometry,Narra.l0,high,0.2875,4.321883333333333,0.013941564554318074
Species_Allometry,Narra.l1,low,1.615,4.330966666666667,0.0055982636196909115
Species_Allometry,Narra.l1,high,2.1849999999999996,4.3333666666666675,0.0015145589750446375
Species_Allometry,Narra.h0,low,43.52,4.325983333333333,0.006390139974123339
Species_Allometry,Narra.h0,high,58.879999999999995,4.33155,0.0038355790523291857
Species_Allometry,Narra.h1,low,0.6375,4.334483333333333,0.0004766783215358331
Species_Allometry,Narra.h1,high,0.8624999999999999,4.333583333333333,0.002003469213361821
Species_Allometry,Talisay.l0,low,0.17,4.3333,0.002229723450714658
Species_Allometry,Talisay.l0,high,0.22999999999999998,4.33455,0.00046007245806159127
Species_Allometry,Talisay.l1,low,1.53,4.330516666666667,0.0016942713937134438
Species_Allometry,Talisay.l1,high,2.07,4.332083333333333,0.0019984716382495794
Species_Allometry,Talisay.h0,low,40.120000000000005,4.326816666666667,0.00989489206049713
Species_Allometry,Talisay.h0,high,54.28,4.3281833333333335,0.0054547125395284415
Species_Allometry,Talisay.h1,low,0.6034999999999999,4.328533333333334,0.008933955202235676
Species_Allometry,Talisay.h1,high,0.8164999999999999,4.326883333333333,0.010528559044596713
Species_Allometry,Banaba.l0,low,0.17,4.324516666666667,0.013951125004417657
Species_Allometry,Banaba.l0,high,0.22999999999999998,4.324033333333333,0.015509208734024805
Species_Allometry,Banaba.l1,low,1.53,4.3313500000000005,0.0025990382836732543
