parameter,category,secpi_low,secpi_high,absolute_effect,sensitivity_index
Narra.crown_diameter_m,Species_Morphology,3.1676333333333333,4.330216666666666,1.1625833333333326,0.37483543351514
competition_k,Cooling_Model,4.3138,4.334733333333333,0.020933333333333692,0.006749240979069947
Kabiki.h0,Species_Allometry,4.333166666666667,4.318566666666666,0.014600000000000612,0.004707273166931067
Banaba.height_m,Species_Morphology,4.31925,4.333100000000001,0.013850000000000584,0.00446546118917776
Duhat.crown_diameter_m,Species_Morphology,4.322283333333333,4.334716666666667,0.012433333333333962,0.004008705231199322
Narra.l0,Species_Allometry,4.333966666666666,4.321883333333333,0.012083333333333002,0.003895859641580807
Kabiki.l0,Species_Allometry,4.323799999999999,4.334966666666666,0.011166666666666991,0.003600311668771432
Akleng-parang.h0,Species_Allometry,4.323799999999999,4.332633333333334,0.008833333333334359,0.002848007737983619
Talisay.height_m,Species_Morphology,4.332999999999999,4.324400000000001,0.008599999999998609,0.0027727773449040365
Kabiki.h1,Species_Allometry,4.3247,4.333116666666666,0.008416666666666295,0.002713667750342448
Kabiki.l1,Species_Allometry,4.334583333333334,4.326350000000001,0.008233333333333093,0.0026545581557805725
Kabiki.crown_diameter_m,Species_Morphology,4.321866666666667,4.314183333333333,0.007683333333333486,0.002477229372094948
Banaba.l1,Species_Allometry,4.3313500000000005,4.3241,0.007250000000000867,0.002337515784948828
Akleng-parang.l1,Species_Allometry,4.334183333333333,4.327116666666667,0.007066666666665888,0.00227840619038638
Duhat.h1,Species_Allometry,4.332066666666667,4.3260000000000005,0.006066666666666443,0.001955990220048828
Narra.h0,Species_Allometry,4.325983333333333,4.33155,0.00556666666666672,0.0017947822348800518
cca_threshold,Cooling_Model,4.330116666666666,4.324633333333334,0.005483333333332396,0.0017679142373515885
Kabiki.height_m,Species_Morphology,4.326216666666666,4.321483333333334,0.004733333333332368,0.0015261022595982811
Duhat.l0,Species_Allometry,4.328633333333333,4.3332,0.004566666666666386,0.0014723662645422133
Duhat.h0,Species_Allometry,4.3294999999999995,4.326466666666668,0.003033333333331889,0.0009779951100239844
Banaba.crown_diameter_m,Species_Morphology,4.3312,4.333866666666666,0.002666666666666373,0.0008597759209005208
Akleng-parang.h1,Species_Allometry,4.331416666666667,4.33405,0.0026333333333337094,0.000849028721889479
Narra.l1,Species_Allometry,4.330966666666667,4.3333666666666675,0.002400000000000624,0.000773798328810755
Banaba.h0,Species_Allometry,4.328416666666667,4.33045,0.0020333333333333314,0.0006555791396867187
Duhat.height_m,Species_Morphology,4.331966666666666,4.3337,0.0017333333333340306,0.0005588543485856249
Banaba.h1,Species_Allometry,4.329866666666667,4.331583333333334,0.0017166666666668107,0.0005534807490798177
decay_lambda,Cooling_Model,4.332050000000001,4.330383333333334,0.0016666666666669272,0.0005373599505629687
Talisay.h1,Species_Allometry,4.328533333333334,4.326883333333333,0.0016500000000005954,0.0005319863510574478
Talisay.l1,Species_Allometry,4.330516666666667,4.332083333333333,0.001566666666666272,0.0005051183535289843
Akleng-parang.l0,Species_Allometry,4.334183333333334,4.3327,0.001483333333333725,0.00047825035600109367
Talisay.h0,Species_Allometry,4.326816666666667,4.3281833333333335,0.0013666666666667382,0.0004406351594615885
Talisay.l0,Species_Allometry,4.3333,4.33455,0.0012499999999997513,0.00040301996292208334
Akleng-parang.height_m,Species_Morphology,4.33145,4.332533333333333,0.001083333333332881,0.00034928396786572917
Narra.height_m,Species_Morphology,4.335033333333334,4.334133333333334,0.000900000000000567,0.0002901743733041405
Narra.h1,Species_Allometry,4.334483333333333,4.333583333333333,0.0008999999999996788,0.00029017437330385417
Banaba.l0,Species_Allometry,4.324516666666667,4.324033333333333,0.0004833333333333911,0.0001558343856632552
Akleng-parang.crown_diameter_m,Species_Morphology,4.333333333333333,4.332933333333333,0.00039999999999995595,0.0001289663881350781
Duhat.l1,Species_Allometry,4.330416666666666,4.330233333333333,0.00018333333333320212,5.910959456187501e-05
shade_weight,Weighting,4.331283333333333,4.331166666666666,0.00011666666666698688,3.761519653950517e-05
Talisay.crown_diameter_m,Species_Morphology,4.33145,4.331416666666667,3.333333333355171e-05,1.07471990113281e-05
