parameter,category,secpi_low,secpi_high,absolute_effect,sensitivity_index
Narra.crown_diameter_m,Species_Morphology,2.9022833333333335,3.9580333333333333,1.0557499999999997,0.3357520697952996
decay_lambda,Cooling_Model,4.013983333333333,3.938333333333334,0.0756499999999991,0.02405838889890042
Kabiki.crown_diameter_m,Species_Morphology,4.0205,3.9452166666666666,0.07528333333333359,0.023941780713006136
Talisay.h0,Species_Allometry,4.027450000000001,3.9573,0.07015000000000082,0.02230926611048122
Duhat.crown_diameter_m,Species_Morphology,4.019183333333333,3.9544833333333336,0.06469999999999976,0.020576044438319493
Duhat.h1,Species_Allometry,3.9645999999999995,4.026783333333333,0.06218333333333392,0.019775688253315573
Kabiki.height_m,Species_Morphology,3.941233333333333,4.00055,0.059316666666666684,0.018864024254502672
Kabiki.h1,Species_Allometry,3.9897000000000005,3.930766666666667,0.058933333333333504,0.01874211569652195
Banaba.l1,Species_Allometry,3.9743833333333334,4.0327166666666665,0.058333333333333126,0.018551302301421494
Banaba.h1,Species_Allometry,3.9812833333333324,4.038083333333334,0.056800000000001294,0.01806366806949889
Akleng-parang.crown_diameter_m,Species_Morphology,3.97035,4.017566666666666,0.04721666666666646,0.015015954119979158
Narra.h1,Species_Allometry,3.9899500000000003,3.9452999999999996,0.044650000000000745,0.014199696818716911
Talisay.crown_diameter_m,Species_Morphology,3.9639666666666664,3.9224833333333335,0.04148333333333287,0.013192626122353644
Narra.height_m,Species_Morphology,3.9937833333333335,3.9548833333333335,0.038899999999999935,0.0123710684490051
Banaba.height_m,Species_Morphology,4.0066,3.970216666666667,0.03638333333333277,0.011570712264000754
competition_k,Cooling_Model,3.996283333333333,3.9601166666666665,0.03616666666666646,0.0115018074268813
Duhat.h0,Species_Allometry,3.9956333333333336,3.9616166666666666,0.03401666666666703,0.010818059427771944
Talisay.h1,Species_Allometry,3.9895666666666667,3.958016666666667,0.031549999999999745,0.010033604359025923
Banaba.crown_diameter_m,Species_Morphology,3.9447833333333335,3.9753666666666665,0.030583333333332963,0.0097261827780309
Akleng-parang.l1,Species_Allometry,4.018016666666667,3.98775,0.030266666666666886,0.009625475708394799
Kabiki.h0,Species_Allometry,4.0225333333333335,3.9956833333333335,0.02685000000000004,0.00853889943074005
Narra.h0,Species_Allometry,3.9694833333333333,3.9950500000000004,0.02556666666666718,0.008130770780108928
Duhat.l1,Species_Allometry,3.9705833333333334,3.995266666666667,0.024683333333333835,0.00784985105954454
Narra.l1,Species_Allometry,4.023316666666667,4.000916666666667,0.022400000000000198,0.007123700083745942
Banaba.l0,Species_Allometry,3.9922,3.9731500000000004,0.019049999999999567,0.006058325294435532
Akleng-parang.l0,Species_Allometry,3.987766666666667,4.005283333333334,0.017516666666666847,0.005570691062512646
Duhat.height_m,Species_Morphology,3.9871166666666666,4.004316666666667,0.017200000000000326,0.005469983992876404
Talisay.l1,Species_Allometry,3.98755,3.973316666666667,0.01423333333333332,0.004526517761546857
Kabiki.l1,Species_Allometry,4.008416666666666,3.9944333333333333,0.013983333333333015,0.004447012180254953
Talisay.l0,Species_Allometry,3.970383333333333,3.9570666666666665,0.013316666666666421,0.004234997296810158
Akleng-parang.height_m,Species_Morphology,3.961,3.9484833333333333,0.01251666666666651,0.003980579436676405
Talisay.height_m,Species_Morphology,3.98035,3.9679500000000005,0.012399999999999523,0.00394347683207346
Akleng-parang.h0,Species_Allometry,3.9673,3.9553166666666666,0.011983333333333235,0.0038109675299205694
cca_threshold,Cooling_Model,3.9800833333333334,3.9903166666666663,0.010233333333332872,0.003254428460877807
Narra.l0,Species_Allometry,3.9873333333333334,3.9960500000000003,0.008716666666666928,0.0027720946010410764
Duhat.l0,Species_Allometry,4.010533333333334,4.018716666666666,0.008183333333332321,0.002602482694284817
Kabiki.l0,Species_Allometry,3.969616666666667,3.9762,0.006583333333332941,0.0020936469740174516
Akleng-parang.h1,Species_Allometry,3.9599999999999995,3.9631833333333333,0.00318333333333376,0.0010123710684491409
shade_weight,Weighting,3.9830166666666664,3.9800333333333335,0.0029833333333328937,0.00094876660341542
Banaba.h0,Species_Allometry,3.953416666666667,3.955433333333333,0.0020166666666661115,0.0006413450224203974
