category,parameter,level,value,secpi_mean,secpi_std
Baseline,Baseline,mid,-,3.1122,0.09266604016574778
Species_Morphology,Narra.crown_diameter_m,low,12.0,3.1017833333333336,0.10132017184264056
Species_Morphology,Narra.crown_diameter_m,high,34.0,4.294883333333334,0.005533584331656489
Species_Morphology,Narra.height_m,low,24.0,4.2987166666666665,0.004805783552715942
Species_Morphology,Narra.height_m,high,36.0,4.302816666666666,0.002072572207561411
Species_Morphology,Talisay.crown_diameter_m,low,9.0,4.291883333333334,0.009855737189858367
Species_Morphology,Talisay.crown_diameter_m,high,15.0,4.3000333333333325,0.00626223247377117
Species_Morphology,Talisay.height_m,low,28.0,4.3015333333333325,0.0017461067804944719
Species_Morphology,Talisay.height_m,high,42.0,4.2994,0.0032713401942731355
Species_Morphology,Banaba.crown_diameter_m,low,10.0,4.300766666666667,0.004876018412142533
Species_Morphology,Banaba.crown_diameter_m,high,12.0,4.290066666666666,0.00771603669134756
Species_Morphology,Banaba.height_m,low,9.0,4.304533333333333,0.00179551911404187
Species_Morphology,Banaba.height_m,high,18.0,4.296600000000001,0.0028638552104928083
Species_Morphology,Kabiki.crown_diameter_m,low,10.0,4.2941,0.006783190006676158
Species_Morphology,Kabiki.crown_diameter_m,high,12.0,4.292549999999999,0.007944914516007675
Species_Morphology,Kabiki.height_m,low,9.0,4.2915,0.006989396731239808
Species_Morphology,Kabiki.height_m,high,18.0,4.289600000000001,0.010354789552021832
Species_Morphology,Duhat.crown_diameter_m,low,8.0,4.294666666666667,0.005164999731095975
Species_Morphology,Duhat.crown_diameter_m,high,11.0,4.289016666666666,0.004103318440265287
Species_Morphology,Duhat.height_m,low,14.0,4.29785,0.008980256121069447
Species_Morphology,Duhat.height_m,high,30.0,4.300866666666667,0.006188205627553716
Species_Morphology,Akleng-parang.crown_diameter_m,low,18.0,4.300416666666666,0.001306607141501172
Species_Morphology,Akleng-parang.crown_diameter_m,high,30.0,4.286466666666666,0.004533088228668008
Species_Morphology,Akleng-parang.height_m,low,18.0,4.293466666666666,0.00879396889287745
Species_Morphology,Akleng-parang.height_m,high,30.0,4.291733333333333,0.0068447465662037086
Species_Allometry,Narra.l0,low,0.2125,4.277966666666667,0.013280143908189665
Species_Allometry,Narra.l0,high,0.2875,4.2988333333333335,0.0034747501908609047
Species_Allometry,Narra.l1,low,1.615,4.298233333333333,0.006739477394839383
Species_Allometry,Narra.l1,high,2.1849999999999996,4.2838166666666675,0.011053003613899999
Species_Allometry,Narra.h0,low,43.52,4.30245,0.0026366013476953553
Species_Allometry,Narra.h0,high,58.879999999999995,4.2885,0.01472616718633837
Species_Allometry,Narra.h1,low,0.6375,4.294983333333334,0.008280935266555807
