category,parameter,level,value,secpi_mean,secpi_std
Species_Allometry,Narra.l1,low,1.615,4.190433333333334,0.015324562709005068
Species_Allometry,Narra.l1,high,2.1849999999999996,4.186883333333333,0.015177413774714349
Species_Allometry,Narra.h0,low,43.52,4.189649999999999,0.0040720592661045605
Species_Allometry,Narra.h0,high,58.879999999999995,4.177766666666667,0.0014296464209337593
Species_Allometry,Narra.h1,low,0.6375,4.186266666666667,0.01803077615880391
Species_Allometry,Narra.h1,high,0.8624999999999999,4.194,0.002674260022261699
Species_Allometry,Talisay.l0,low,0.17,4.198616666666666,0.017161504078087447
Species_Allometry,Talisay.l0,high,0.22999999999999998,4.191516666666666,0.0024716166549219867
Species_Allometry,Talisay.l1,low,1.53,4.189516666666666,0.004756807986688522
Species_Allometry,Talisay.l1,high,2.07,4.188833333333333,0.015908977200170767
Species_Allometry,Talisay.h0,low,40.120000000000005,4.20085,0.010511263799689518
Species_Allometry,Talisay.h0,high,54.28,4.17635,0.018235450821590813
Species_Allometry,Talisay.h1,low,0.6034999999999999,4.192616666666667,0.018943527185353408
Species_Allometry,Talisay.h1,high,0.8164999999999999,4.182016666666667,0.01749391957859132
Species_Allometry,Banaba.l0,low,0.17,4.1876,0.00729623190420974
Species_Allometry,Banaba.l0,high,0.22999999999999998,4.181583333333333,0.011605267003486871
Species_Allometry,Banaba.l1,low,1.53,4.197116666666667,0.01286314718704397
Species_Allometry,Banaba.l1,high,2.07,4.2014,0.008050569338044534
Species_Allometry,Banaba.h0,low,38.93,4.181533333333333,0.01477533605558766
Species_Allometry,Banaba.h0,high,52.669999999999995,4.17825,0.0035505868059614166
Species_Allometry,Banaba.h1,low,0.612,4.184633333333333,0.016605236791111668
Species_Allometry,Banaba.h1,high,0.828,4.192483333333333,0.006176613599340355
Species_Allometry,Kabiki.l0,low,0.187,4.185033333333333,0.00476381033300939
Species_Allometry,Kabiki.l0,high,0.253,4.192699999999999,0.005111425111127495
Species_Allometry,Kabiki.l1,low,1.5725,4.189516666666667,0.002691137718925235
Species_Allometry,Kabiki.l1,high,2.1275,4.201516666666667,0.008296217344201185
Species_Allometry,Kabiki.h0,low,41.225,4.180416666666666,0.01840608293170719
Species_Allometry,Kabiki.h0,high,55.775,4.202766666666666,0.01241614092846691
Species_Allometry,Kabiki.h1,low,0.6204999999999999,4.183066666666666,0.012784452363015912
Species_Allometry,Kabiki.h1,high,0.8394999999999999,4.178766666666667,0.0035572305082591568
Species_Allometry,Duhat.l0,low,0.153,4.183416666666666,0.008284959598909231
Species_Allometry,Duhat.l0,high,0.207,4.1952,0.0055934485486740385
Species_Allometry,Duhat.l1,low,1.4875,4.179983333333333,0.009322225533041233
Species_Allometry,Duhat.l1,high,2.0124999999999997,4.1998,0.00755060703961393
Species_Allometry,Duhat.h0,low,35.955,4.180183333333334,0.020645997728911663
Species_Allometry,Duhat.h0,high,48.644999999999996,4.184166666666667,0.021530379054308834
Species_Allometry,Duhat.h1,low,0.595,4.190566666666666,0.007769634626044121
Species_Allometry,Duhat.h1,high,0.8049999999999999,4.184466666666666,0.013087483418221439
Species_Allometry,Akleng-parang.l0,low,0.1275,4.1934499999999995,0.00932961235350515
Species_Allometry,Akleng-parang.l0,high,0.1725,4.19335,0.008317551723113327
Species_Allometry,Akleng-parang.l1,low,1.4024999999999999,4.181966666666667,0.00911540210608113
Species_Allometry,Akleng-parang.l1,high,1.8974999999999997,4.187783333333333,0.018800768305813613
Species_Allometry,Akleng-parang.h0,low,39.185,4.182533333333334,0.004762760637370402
Species_Allometry,Akleng-parang.h0,high,53.015,4.190233333333333,0.00805712245297431
Species_Allometry,Akleng-parang.h1,low,0.5780000000000001,4.187866666666667,0.009667155160070889
Species_Allometry,Akleng-parang.h1,high,0.782,4.1714166666666666,0.020465838745469433
Cooling_Model,decay_lambda,low,0.05,4.174366666666667,0.015100018395868173
Cooling_Model,decay_lambda,high,0.2,4.17855,0.007829750953893471
Cooling_Model,cca_threshold,low,0.8,4.197116666666666,0.0034957911201264733
Cooling_Model,cca_threshold,high,1.6,4.18785,0.008398908659264142
Cooling_Model,competition_k,low,2.5,4.19045,0.015127844085218143
Cooling_Model,competition_k,high,7.5,4.185783333333333,0.007421739837950506
Weighting,shade_weight,low,0.5,4.191933333333333,0.006191705921813471
Weighting,shade_weight,high,0.9,4.176750000000001,0.014007379007746774
