category,parameter,level,value,secpi_mean,secpi_std
Baseline,Baseline,mid,-,2.9890000000000003,0.023299606577508503
Species_Morphology,Narra.crown_diameter_m,low,12.0,2.9359333333333333,0.07746627581656994
Species_Morphology,Narra.crown_diameter_m,high,34.0,4.188183333333334,0.005718585683735378
Species_Morphology,Narra.height_m,low,24.0,4.173033333333334,0.012121628970104811
Species_Morphology,Narra.height_m,high,36.0,4.147166666666667,0.01974995077349676
Species_Morphology,Talisay.crown_diameter_m,low,9.0,4.1697,0.008780945279410162
Species_Morphology,Talisay.crown_diameter_m,high,15.0,4.145416666666667,0.00627990622718375
Species_Morphology,Talisay.height_m,low,28.0,4.179416666666667,0.017887720803824097
Species_Morphology,Talisay.height_m,high,42.0,4.145383333333333,0.0172070399029646
Species_Morphology,Banaba.crown_diameter_m,low,10.0,4.159400000000001,0.006782821438506992
Species_Morphology,Banaba.crown_diameter_m,high,12.0,4.15615,0.013078035020598663
Species_Morphology,Banaba.height_m,low,9.0,4.163566666666667,0.015180103937574197
Species_Morphology,Banaba.height_m,high,18.0,4.165483333333333,0.0015691469727919668
Species_Morphology,Kabiki.crown_diameter_m,low,10.0,4.166633333333333,0.00507696322180446
Species_Morphology,Kabiki.crown_diameter_m,high,12.0,4.158616666666667,0.007341699772910899
Species_Morphology,Kabiki.height_m,low,9.0,4.162933333333333,0.012990851481801225
Species_Morphology,Kabiki.height_m,high,18.0,4.156266666666666,0.025301723700614093
Species_Morphology,Duhat.crown_diameter_m,low,8.0,4.146450000000001,0.019882823407823134
Species_Morphology,Duhat.crown_diameter_m,high,11.0,4.1523,0.0008553751613573975
Species_Morphology,Duhat.height_m,low,14.0,4.156716666666667,0.013039959952221864
Species_Morphology,Duhat.height_m,high,30.0,4.157433333333333,0.009698482126371859
Species_Morphology,Akleng-parang.crown_diameter_m,low,18.0,4.165466666666666,0.014149754611142802
Species_Morphology,Akleng-parang.crown_diameter_m,high,30.0,4.172633333333334,0.012491085710306129
Species_Morphology,Akleng-parang.height_m,low,18.0,4.138983333333333,0.0054877641672681585
Species_Morphology,Akleng-parang.height_m,high,30.0,4.166449999999999,0.00397513102509414
Species_Allometry,Narra.l0,low,0.2125,4.178883333333334,0.0040237489429083735
Species_Allometry,Narra.l0,high,0.2875,4.159083333333333,0.021192385949255862
Species_Allometry,Narra.l1,low,1.615,4.164,0.014352177535133662
Species_Allometry,Narra.l1,high,2.1849999999999996,4.173266666666667,0.008292801429888547
Species_Allometry,Narra.h0,low,43.52,4.1627833333333335,0.01008731326413984
Species_Allometry,Narra.h0,high,58.879999999999995,4.155683333333333,0.030624454643670456
Species_Allometry,Narra.h1,low,0.6375,4.178466666666666,0.012138117188793414
Species_Allometry,Narra.h1,high,0.8624999999999999,4.163516666666666,0.006778929774594676
Species_Allometry,Talisay.l0,low,0.17,4.166416666666667,0.012217632976790578
Species_Allometry,Talisay.l0,high,0.22999999999999998,4.162483333333333,0.0033467231070937477
Species_Allometry,Talisay.l1,low,1.53,4.1641,0.009149590154755496
Species_Allometry,Talisay.l1,high,2.07,4.173816666666666,0.01678056084349464
Species_Allometry,Talisay.h0,low,40.120000000000005,4.17305,0.0059608444591907695
Species_Allometry,Talisay.h0,high,54.28,4.1649,0.012962252890605184
Species_Allometry,Talisay.h1,low,0.6034999999999999,4.152933333333333,0.009426676096176598
Species_Allometry,Talisay.h1,high,0.8164999999999999,4.1688833333333335,0.004999555535800802
Species_Allometry,Banaba.l0,low,0.17,4.175233333333334,0.005985306081470824
Species_Allometry,Banaba.l0,high,0.22999999999999998,4.16135,0.008864630091924912
Species_Allometry,Banaba.l1,low,1.53,4.15675,0.0048178487592147184
Species_Allometry,Banaba.l1,high,2.07,4.169766666666667,0.014698318119960523
Species_Allometry,Banaba.h0,low,38.93,4.17005,0.022354678854026432
Species_Allometry,Banaba.h0,high,52.669999999999995,4.163383333333333,0.010097551958547469
Species_Allometry,Banaba.h1,low,0.612,4.16635,0.02059178638842869
Species_Allometry,Banaba.h1,high,0.828,4.1827,0.01563111213787026
Species_Allometry,Kabiki.l0,low,0.187,4.156983333333334,0.02742809792084655
Species_Allometry,Kabiki.l0,high,0.253,4.189583333333333,0.009113756391058167
Species_Allometry,Kabiki.l1,low,1.5725,4.165033333333333,0.02107357481671178
Species_Allometry,Kabiki.l1,high,2.1275,4.184200000000001,0.0030662137346678174
Species_Allometry,Kabiki.h0,low,41.225,4.164249999999999,0.011433794937231997
Species_Allometry,Kabiki.h0,high,55.775,4.139666666666667,0.015613260033986246
Species_Allometry,Kabiki.h1,low,0.6204999999999999,4.1749833333333335,0.023989453701343037
Species_Allometry,Kabiki.h1,high,0.8394999999999999,4.162066666666667,0.004720581414284823
Species_Allometry,Duhat.l0,low,0.153,4.165516666666666,0.024876707088269372
Species_Allometry,Duhat.l0,high,0.207,4.179433333333333,0.01404423567003804
