category,parameter,level,value,secpi_mean,secpi_std
Species_Allometry,Banaba.h1,low,0.612,3.124,4.440892098500626e-16
Species_Allometry,Banaba.h1,high,0.828,3.124,4.440892098500626e-16
Species_Allometry,Kabiki.l0,low,0.187,3.124,4.440892098500626e-16
Species_Allometry,Kabiki.l0,high,0.253,3.124,4.440892098500626e-16
Species_Allometry,Kabiki.l1,low,1.5725,3.124,4.440892098500626e-16
Species_Allometry,Kabiki.l1,high,2.1275,3.124,4.440892098500626e-16
Species_Allometry,Kabiki.h0,low,41.225,3.124,4.440892098500626e-16
Species_Allometry,Kabiki.h0,high,55.775,3.124,4.440892098500626e-16
Species_Allometry,Kabiki.h1,low,0.6204999999999999,3.124,4.440892098500626e-16
Species_Allometry,Kabiki.h1,high,0.8394999999999999,3.124,4.440892098500626e-16
Species_Allometry,Duhat.l0,low,0.153,3.124,4.440892098500626e-16
Species_Allometry,Duhat.l0,high,0.207,3.124,4.440892098500626e-16
Species_Allometry,Duhat.l1,low,1.4875,3.124,4.440892098500626e-16
Species_Allometry,Duhat.l1,high,2.0124999999999997,3.124,4.440892098500626e-16
Species_Allometry,Duhat.h0,low,35.955,3.124,4.440892098500626e-16
Species_Allometry,Duhat.h0,high,48.644999999999996,3.124,4.440892098500626e-16
Species_Allometry,Duhat.h1,low,0.595,3.124,4.440892098500626e-16
Species_Allometry,Duhat.h1,high,0.8049999999999999,3.124,4.440892098500626e-16
Species_Allometry,Akleng-parang.l0,low,0.1275,3.124,4.440892098500626e-16
Species_Allometry,Akleng-parang.l0,high,0.1725,3.124,4.440892098500626e-16
Species_Allometry,Akleng-parang.l1,low,1.4024999999999999,3.124,4.440892098500626e-16
Species_Allometry,Akleng-parang.l1,high,1.8974999999999997,3.124,4.440892098500626e-16
Species_Allometry,Akleng-parang.h0,low,39.185,3.124,4.440892098500626e-16
Species_Allometry,Akleng-parang.h0,high,53.015,3.124,4.440892098500626e-16
Species_Allometry,Akleng-parang.h1,low,0.5780000000000001,3.124,4.440892098500626e-16
Species_Allometry,Akleng-parang.h1,high,0.782,3.124,4.440892098500626e-16
Cooling_Model,decay_lambda,low,0.05,3.124,4.440892098500626e-16
Cooling_Model,decay_lambda,high,0.2,3.124,4.440892098500626e-16
Cooling_Model,cca_threshold,low,0.8,3.124,4.440892098500626e-16
Cooling_Model,cca_threshold,high,1.6,3.124,4.440892098500626e-16
Cooling_Model,competition_k,low,2.5,3.124,4.440892098500626e-16
Cooling_Model,competition_k,high,7.5,3.124,4.440892098500626e-16
Weighting,shade_weight,low,0.5,3.124,4.440892098500626e-16
Weighting,shade_weight,high,0.9,3.124,4.440892098500626e-16
