parameter,category,secpi_low,secpi_high,absolute_effect,sensitivity_index
Narra.crown_diameter_m,Species_Morphology,3.188216666666667,4.287916666666667,1.0997,0.348810285309495
Narra.l0,Species_Allometry,4.28915,4.276666666666666,0.012483333333333846,0.003959548114589168
Akleng-parang.l0,Species_Allometry,4.279433333333333,4.290183333333334,0.010750000000000703,0.003409757722176336
Banaba.height_m,Species_Morphology,4.285316666666667,4.276583333333333,0.008733333333333704,0.002770097746388153
Kabiki.height_m,Species_Morphology,4.2824,4.290666666666667,0.008266666666666644,0.002622077256123019
shade_weight,Weighting,4.28795,4.280233333333333,0.007716666666667038,0.0024476245354536686
Banaba.h0,Species_Allometry,4.2909,4.283516666666666,0.007383333333333297,0.0023418956138356755
Duhat.crown_diameter_m,Species_Morphology,4.2802500000000006,4.287483333333333,0.007233333333332759,0.0022943175991074656
Kabiki.l0,Species_Allometry,4.2822666666666676,4.2888166666666665,0.0065499999999989456,0.0020775733097906923
Banaba.crown_diameter_m,Species_Morphology,4.281999999999999,4.288416666666667,0.0064166666666682914,0.0020352817411443966
Narra.l1,Species_Allometry,4.288466666666667,4.2824833333333325,0.005983333333334784,0.0018978341430411182
Narra.height_m,Species_Morphology,4.28535,4.2913,0.005949999999999456,0.001887261250878699
Talisay.height_m,Species_Morphology,4.2915833333333335,4.286133333333333,0.005450000000000621,0.0017286678684522727
Kabiki.l1,Species_Allometry,4.289,4.283866666666667,0.005133333333332324,0.0016282253929147848
Kabiki.h0,Species_Allometry,4.287816666666667,4.2833,0.0045166666666673905,0.0014326268879222863
Duhat.h1,Species_Allometry,4.282166666666667,4.2866333333333335,0.004466666666666619,0.001416767549679362
Akleng-parang.h0,Species_Allometry,4.2867,4.290783333333334,0.004083333333333883,0.0012951792898190078
Banaba.l0,Species_Allometry,4.2902,4.2861666666666665,0.004033333333333111,0.0012793199515760835
Duhat.height_m,Species_Morphology,4.286683333333333,4.2833,0.003383333333333738,0.0010731485544214475
Akleng-parang.l1,Species_Allometry,4.287133333333333,4.283816666666667,0.0033166666666666345,0.0010520027700977362
Duhat.l1,Species_Allometry,4.285716666666667,4.288966666666666,0.003249999999999531,0.0010308569857740248
Narra.h0,Species_Allometry,4.285699999999999,4.288783333333334,0.003083333333334437,0.0009779925249655916
Akleng-parang.crown_diameter_m,Species_Morphology,4.28705,4.284166666666667,0.002883333333333127,0.0009145551719944578
competition_k,Cooling_Model,4.285716666666667,4.288466666666667,0.0027500000000006963,0.0008722636033475985
Akleng-parang.height_m,Species_Morphology,4.288016666666667,4.285416666666667,0.0025999999999992696,0.0008246855886191073
Talisay.h1,Species_Allometry,4.288,4.290466666666666,0.002466666666665951,0.0007823940199719663
Banaba.l1,Species_Allometry,4.288966666666666,4.2868666666666675,0.0020999999999986585,0.0006660922061921175
Talisay.l1,Species_Allometry,4.287566666666667,4.2895666666666665,0.0019999999999997797,0.0006343735297071139
Talisay.h0,Species_Allometry,4.291516666666666,4.2895166666666675,0.0019999999999988916,0.0006343735297068321
Kabiki.crown_diameter_m,Species_Morphology,4.28715,4.285200000000001,0.001949999999999008,0.0006185141914641896
Kabiki.h1,Species_Allometry,4.2891,4.28745,0.0016500000000005954,0.0005233581620086154
Narra.h1,Species_Allometry,4.2883666666666675,4.2898499999999995,0.0014833333333319487,0.00047049370119905547
Talisay.l0,Species_Allometry,4.2853,4.286716666666667,0.0014166666666666217,0.00044934791687590756
Banaba.h1,Species_Allometry,4.289333333333333,4.288083333333334,0.0012499999999997513,0.00039648345606691095
Akleng-parang.h1,Species_Allometry,4.284433333333333,4.283233333333333,0.001200000000000756,0.00038062411782455006
Duhat.h0,Species_Allometry,4.2837000000000005,4.284583333333333,0.0008833333333324589,0.00028018164228706214
Talisay.crown_diameter_m,Species_Morphology,4.287166666666667,4.286433333333333,0.0007333333333336967,0.00023260362755941595
decay_lambda,Cooling_Model,4.284766666666667,4.284066666666667,0.000700000000000145,0.0002220307353975603
cca_threshold,Cooling_Model,4.285933333333333,4.286566666666666,0.0006333333333330415,0.00020088495107384896
Duhat.l0,Species_Allometry,4.289499999999999,4.289916666666667,0.0004166666666671759,0.00013216115202249146
