category,parameter,level,value,secpi_mean,secpi_std
Baseline,Baseline,mid,-,3.064216666666667,0.11651077441831534
Species_Morphology,Narra.crown_diameter_m,low,12.0,2.9873333333333334,0.10311757313323879
Species_Morphology,Narra.crown_diameter_m,high,34.0,4.26035,0.015533887686817863
Species_Morphology,Narra.height_m,low,24.0,4.262183333333334,0.0038756361484991978
Species_Morphology,Narra.height_m,high,36.0,4.2375,0.017123278502280685
Species_Morphology,Talisay.crown_diameter_m,low,9.0,4.238166666666667,0.012079068212775856
Species_Morphology,Talisay.crown_diameter_m,high,15.0,4.265149999999999,0.006282117477411661
Species_Morphology,Talisay.height_m,low,28.0,4.2367833333333325,0.016722556290498465
Species_Morphology,Talisay.height_m,high,42.0,4.24735,0.013381766201315377
Species_Morphology,Banaba.crown_diameter_m,low,10.0,4.254133333333333,0.014637527872636814
Species_Morphology,Banaba.crown_diameter_m,high,12.0,4.266783333333334,0.005071872325767923
Species_Morphology,Banaba.height_m,low,9.0,4.263716666666666,0.005091223384959331
Species_Morphology,Banaba.height_m,high,18.0,4.238366666666667,0.01274894331133211
Species_Morphology,Kabiki.crown_diameter_m,low,10.0,4.2636666666666665,0.00546966381254105
Species_Morphology,Kabiki.crown_diameter_m,high,12.0,4.240349999999999,0.0178874723386693
Species_Morphology,Kabiki.height_m,low,9.0,4.257233333333334,0.008912382148200147
Species_Morphology,Kabiki.height_m,high,18.0,4.26285,0.0028331372481170854
Species_Morphology,Duhat.crown_diameter_m,low,8.0,4.253483333333333,0.012439877634267845
Species_Morphology,Duhat.crown_diameter_m,high,11.0,4.258116666666667,0.012741424131112336
Species_Morphology,Duhat.height_m,low,14.0,4.266916666666666,0.00876596955403226
Species_Morphology,Duhat.height_m,high,30.0,4.2512333333333325,0.018444255353783003
Species_Morphology,Akleng-parang.crown_diameter_m,low,18.0,4.2432,0.006817013031135072
Species_Morphology,Akleng-parang.crown_diameter_m,high,30.0,4.267716666666666,0.0022510491381178737
Species_Morphology,Akleng-parang.height_m,low,18.0,4.2545166666666665,0.006429402944459726
Species_Morphology,Akleng-parang.height_m,high,30.0,4.251266666666667,0.009106621522582414
Species_Allometry,Narra.l0,low,0.2125,4.266683333333334,0.004734682906195663
Species_Allometry,Narra.l0,high,0.2875,4.253416666666667,0.014185928082277671
Species_Allometry,Narra.l1,low,1.615,4.2415666666666665,0.021900583452400545
Species_Allometry,Narra.l1,high,2.1849999999999996,4.258983333333333,0.011799882296964478
Species_Allometry,Narra.h0,low,43.52,4.247533333333333,0.020236202432494098
Species_Allometry,Narra.h0,high,58.879999999999995,4.256283333333333,0.011581978338013615
Species_Allometry,Narra.h1,low,0.6375,4.260533333333334,0.011023107043337739
Species_Allometry,Narra.h1,high,0.8624999999999999,4.254366666666667,0.016098671442768834
Species_Allometry,Talisay.l0,low,0.17,4.247116666666668,0.009955428446609457
Species_Allometry,Talisay.l0,high,0.22999999999999998,4.256216666666667,0.012291279654924438
Species_Allometry,Talisay.l1,low,1.53,4.249316666666666,0.01165191925058806
Species_Allometry,Talisay.l1,high,2.07,4.264166666666667,0.0037895323663421987
Species_Allometry,Talisay.h0,low,40.120000000000005,4.258566666666667,0.009952749480531368
Species_Allometry,Talisay.h0,high,54.28,4.255566666666666,0.012117778490942406
Species_Allometry,Talisay.h1,low,0.6034999999999999,4.255183333333334,0.018356666969311944
Species_Allometry,Talisay.h1,high,0.8164999999999999,4.2508,0.010783552290409676
Species_Allometry,Banaba.l0,low,0.17,4.256150000000001,0.010294254060720917
Species_Allometry,Banaba.l0,high,0.22999999999999998,4.250966666666667,0.009802579025723297
Species_Allometry,Banaba.l1,low,1.53,4.2444999999999995,0.016470630427116873
Species_Allometry,Banaba.l1,high,2.07,4.267266666666667,0.0027911566698336464
Species_Allometry,Banaba.h0,low,38.93,4.247850000000001,0.02285096642741086
Species_Allometry,Banaba.h0,high,52.669999999999995,4.239283333333334,0.013278198505654393
Species_Allometry,Banaba.h1,low,0.612,4.262883333333333,0.006922708204805867
Species_Allometry,Banaba.h1,high,0.828,4.2658499999999995,0.004917316341257528
Species_Allometry,Kabiki.l0,low,0.187,4.262616666666667,0.00429308229079689
