category,parameter,level,value,secpi_mean,secpi_std
Baseline,Baseline,mid,-,3.0327333333333333,0.0010274023338281218
Species_Morphology,Narra.crown_diameter_m,low,12.0,3.0316833333333335,0.011445256174017699
Species_Morphology,Narra.crown_diameter_m,high,34.0,4.4643500000000005,0.0028287217372281893
Species_Morphology,Narra.height_m,low,24.0,4.4658500000000005,0.0007427426651718495
Species_Morphology,Narra.height_m,high,36.0,4.465416666666667,0.0006649979114421124
Species_Morphology,Talisay.crown_diameter_m,low,9.0,4.46355,0.0036805796644917006
Species_Morphology,Talisay.crown_diameter_m,high,15.0,4.46635,7.071067811848996e-05
Species_Morphology,Talisay.height_m,low,28.0,4.465016666666667,0.0011227446528732094
Species_Morphology,Talisay.height_m,high,42.0,4.464616666666667,0.0022790105065335913
Species_Morphology,Banaba.crown_diameter_m,low,10.0,4.465316666666667,0.0014968485412877076
Species_Morphology,Banaba.crown_diameter_m,high,12.0,4.4648666666666665,0.0017186881301993872
Species_Morphology,Banaba.height_m,low,9.0,4.465800000000001,0.0004546060565662428
Species_Morphology,Banaba.height_m,high,18.0,4.46565,0.0010606601717798613
Species_Morphology,Kabiki.crown_diameter_m,low,10.0,4.466183333333333,0.00023921166824038967
Species_Morphology,Kabiki.crown_diameter_m,high,12.0,4.46165,0.003410522931555747
Species_Morphology,Kabiki.height_m,low,9.0,4.465616666666667,0.0011078006238588547
Species_Morphology,Kabiki.height_m,high,18.0,4.465483333333334,0.0012963624321752467
Species_Morphology,Duhat.crown_diameter_m,low,8.0,4.466116666666667,0.0003009245014212483
Species_Morphology,Duhat.crown_diameter_m,high,11.0,4.4648666666666665,0.001635712552851398
Species_Morphology,Duhat.height_m,low,14.0,4.4664,0.0
Species_Morphology,Duhat.height_m,high,30.0,4.4641166666666665,0.002849073923614964
Species_Morphology,Akleng-parang.crown_diameter_m,low,18.0,4.4658500000000005,0.0007778174593050642
Species_Morphology,Akleng-parang.crown_diameter_m,high,30.0,4.46615,0.00035355339059328715
Species_Morphology,Akleng-parang.height_m,low,18.0,4.462750000000001,0.0030008332176246245
Species_Morphology,Akleng-parang.height_m,high,30.0,4.46535,0.0012786711852546227
Species_Allometry,Narra.l0,low,0.2125,4.464300000000001,0.0028296053906273293
Species_Allometry,Narra.l0,high,0.2875,4.466383333333334,2.3570226039496653e-05
Species_Allometry,Narra.l1,low,1.615,4.462766666666667,0.002661244487494778
Species_Allometry,Narra.l1,high,2.1849999999999996,4.46405,0.003217400607115457
Species_Allometry,Narra.h0,low,43.52,4.4661,0.00022730302828328423
Species_Allometry,Narra.h0,high,58.879999999999995,4.466116666666667,0.0003009245014212483
Species_Allometry,Narra.h1,low,0.6375,4.465783333333333,0.0005835713800005315
Species_Allometry,Narra.h1,high,0.8624999999999999,4.466383333333334,2.3570226039496653e-05
Species_Allometry,Talisay.l0,low,0.17,4.465166666666667,0.0017441967269269392
Species_Allometry,Talisay.l0,high,0.22999999999999998,4.464133333333334,0.0030652170486864297
Species_Allometry,Talisay.l1,low,1.53,4.466383333333334,2.3570226039496653e-05
Species_Allometry,Talisay.l1,high,2.07,4.466016666666667,0.0002460803843373717
Species_Allometry,Talisay.h0,low,40.120000000000005,4.465800000000001,0.00067946057035457
Species_Allometry,Talisay.h0,high,54.28,4.466133333333333,0.00020548046676587407
Species_Allometry,Talisay.h1,low,0.6034999999999999,4.464616666666667,0.0024867426261857535
Species_Allometry,Talisay.h1,high,0.8164999999999999,4.465833333333333,0.0008013876853445609
Species_Allometry,Banaba.l0,low,0.17,4.4649833333333335,0.0020034692133618207
Species_Allometry,Banaba.l0,high,0.22999999999999998,4.4664,0.0
Species_Allometry,Banaba.l1,low,1.53,4.463133333333334,0.002440059197824912
Species_Allometry,Banaba.l1,high,2.07,4.466283333333333,0.00016499158227689526
Species_Allometry,Banaba.h0,low,38.93,4.46425,0.002044912386061301
Species_Allometry,Banaba.h0,high,52.669999999999995,4.465183333333333,0.0009834745661288311
Species_Allometry,Banaba.h1,low,0.612,4.464916666666666,0.0020977501175202264
Species_Allometry,Banaba.h1,high,0.828,4.46625,0.0001080123449734867
Species_Allometry,Kabiki.l0,low,0.187,4.465983333333334,0.0005542763049438264
Species_Allometry,Kabiki.l0,high,0.253,4.4654,0.0013790093062293089
Species_Allometry,Kabiki.l1,low,1.5725,4.466066666666666,0.0002718251071717426
Species_Allometry,Kabiki.l1,high,2.1275,4.46605,0.0004949747468306857
Species_Allometry,Kabiki.h0,low,41.225,4.46545,0.0008041558721213227
Species_Allometry,Kabiki.h0,high,55.775,4.465683333333334,0.0010135197197008682
Species_Allometry,Kabiki.h1,low,0.6204999999999999,4.4663,8.164965809258232e-05
Species_Allometry,Kabiki.h1,high,0.8394999999999999,4.4664,0.0
Species_Allometry,Duhat.l0,low,0.153,4.4628000000000005,0.002351949545944159
Species_Allometry,Duhat.l0,high,0.207,4.466316666666667,0.00011785113019790196
Species_Allometry,Duhat.l1,low,1.4875,4.465966666666667,0.0006128258770285877
Species_Allometry,Duhat.l1,high,2.0124999999999997,4.46525,0.0011379806676740667
Species_Allometry,Duhat.h0,low,35.955,4.4658500000000005,0.0007778174593050642
Species_Allometry,Duhat.h0,high,48.644999999999996,4.466116666666667,0.0003659083066683191
Species_Allometry,Duhat.h1,low,0.595,4.4632000000000005,0.003807229964160489
Species_Allometry,Duhat.h1,high,0.8049999999999999,4.465716666666666,0.000619587676514693
Species_Allometry,Akleng-parang.l0,low,0.1275,4.466066666666666,0.0004714045207911891
Species_Allometry,Akleng-parang.l0,high,0.1725,4.46545,0.0006964194138590921
Species_Allometry,Akleng-parang.l1,low,1.4024999999999999,4.465883333333333,0.0007306770072260709
Species_Allometry,Akleng-parang.l1,high,1.8974999999999997,4.4646,0.002070426687102441
Species_Allometry,Akleng-parang.h0,low,39.185,4.465116666666667,0.00083699196863279
Species_Allometry,Akleng-parang.h0,high,53.015,4.4664,0.0
Species_Allometry,Akleng-parang.h1,low,0.5780000000000001,4.466366666666667,4.7140452078993306e-05
Species_Allometry,Akleng-parang.h1,high,0.782,4.465816666666667,0.00048705463987338437
Cooling_Model,decay_lambda,low,0.05,4.463933333333333,0.00236161432546095
Cooling_Model,decay_lambda,high,0.2,4.4636000000000005,0.00261916017074151
Cooling_Model,cca_threshold,low,0.8,4.466083333333334,0.0004478342947516925
Cooling_Model,cca_threshold,high,1.6,4.466166666666667,0.0002953340857779696
Cooling_Model,competition_k,low,2.5,4.4664,0.0
Cooling_Model,competition_k,high,7.5,4.463699999999999,0.0016391054470860711
Weighting,shade_weight,low,0.5,4.4632,0.0020203135070244725
Weighting,shade_weight,high,0.9,4.465633333333333,0.0007306770072262128
