morphology,n_runs,mean_secpi,std_secpi,min_secpi,max_secpi,mean_plantable
organic,1,0.9123000000000001,0.0,0.9123000000000001,0.9123000000000001,20.0
clustered,2,1.242475,0.3618750000000001,0.8805999999999999,1.6043500000000002,16.0
dispersed,1,0.7502500000000001,0.0,0.7502500000000001,0.7502500000000001,20.0
