parameter,category,secpi_low,secpi_high,absolute_effect,sensitivity_index
Duhat.crown_diameter_m,Species_Morphology,4.363849999999999,3.866216666666667,0.4976333333333325,0.16423452016215503
Narra.height_m,Species_Morphology,4.3707,3.8997333333333337,0.47096666666666653,0.15543368848356162
Duhat.height_m,Species_Morphology,4.357966666666667,3.8883666666666663,0.4696000000000007,0.154982645860034
Akleng-parang.height_m,Species_Morphology,4.358383333333333,3.912216666666667,0.44616666666666616,0.14724891502246945
Talisay.height_m,Species_Morphology,4.339666666666666,3.8951333333333333,0.4445333333333328,0.14670986408215556
Narra.crown_diameter_m,Species_Morphology,3.040316666666667,3.474133333333333,0.4338166666666661,0.14317302985132074
Narra.l1,Species_Allometry,3.0464009076587377,2.975758610294706,0.07064229736403194,0.02331416131837512
Narra.h0,Species_Allometry,3.07111512307038,3.019902406286956,0.05121271678342376,0.016901793758039973
Kabiki.h1,Species_Allometry,3.01340344064576,3.060300181619225,0.046896740973464635,0.015477387134327522
Talisay.l0,Species_Allometry,3.0460331158387817,3.0016100891942465,0.044423026644535124,0.014660984255708753
Talisay.h1,Species_Allometry,3.008411865128556,3.049756494745047,0.04134462961649099,0.013645017227570031
decay_lambda,Cooling_Model,3.0112500000000004,2.9721999999999995,0.03905000000000092,0.012887717889340844
Banaba.l0,Species_Allometry,3.071957792048013,3.033190311296052,0.0387674807519609,0.012794477726292231
Banaba.l1,Species_Allometry,3.004734910823892,3.0384410878729446,0.033706177049052766,0.011124089652659588
Kabiki.l0,Species_Allometry,2.9866324062070047,3.019266673972463,0.032634267765458524,0.010770326158423283
Duhat.l0,Species_Allometry,3.0479321422500285,3.018728199698637,0.02920394255139147,0.00963821185297929
Akleng-parang.l1,Species_Allometry,3.0320989852387736,3.004876136922458,0.027222848316315496,0.008984388969141697
cca_threshold,Cooling_Model,3.0209666666666664,3.0420499999999997,0.021083333333333343,0.006958157545888089
Akleng-parang.h1,Species_Allometry,3.0335857709389997,3.054561685132383,0.020975914193383183,0.006922705879522064
competition_k,Cooling_Model,2.995033333333333,3.0159,0.02086666666666659,0.006886650788499486
Akleng-parang.crown_diameter_m,Species_Morphology,4.348433333333333,4.3687499999999995,0.020316666666666094,0.00670513363512833
Kabiki.l1,Species_Allometry,3.0330962712435716,3.015243953808319,0.01785231743525273,0.005891821530768057
Duhat.h1,Species_Allometry,3.0084090053034394,3.0256159011317165,0.01720689582827717,0.005678812271091083
Talisay.l1,Species_Allometry,3.014440113813946,3.031643538204223,0.017203424390277,0.005677666588284002
shade_weight,Weighting,3.0164833333333334,3.0336,0.017116666666666447,0.0056490338336972114
Banaba.h1,Species_Allometry,3.0151588922325114,3.0309033261930587,0.015744433960547255,0.0051961542435566095
Kabiki.height_m,Species_Morphology,3.930216666666667,3.9157666666666664,0.014450000000000518,0.004768950665838092
Banaba.h0,Species_Allometry,3.03895477109195,3.0521159228702825,0.01316115177833277,0.00434359055615737
Akleng-parang.l0,Species_Allometry,3.0197385331972555,3.03018915519103,0.010450621993774334,0.0034490311913931166
Duhat.h0,Species_Allometry,3.039022425174499,3.0295215494336443,0.009500875740854564,0.003135585307293545
Talisay.crown_diameter_m,Species_Morphology,4.36095,4.37005,0.009100000000000108,0.0030032838103201107
Narra.h1,Species_Allometry,3.021567996640614,3.029067115542263,0.0074991189016486715,0.00247494311966887
Kabiki.crown_diameter_m,Species_Morphology,4.359416666666667,4.36585,0.006433333333332847,0.0021232006424605518
Akleng-parang.h0,Species_Allometry,3.0160787497996258,3.0120279236289633,0.004050826170662436,0.001336898973271578
Narra.l0,Species_Allometry,3.0181562977764984,3.0209664975510946,0.002810199774596178,0.0009274535699791017
Talisay.h0,Species_Allometry,3.0635353712294493,3.0610131431283087,0.0025222281011405556,0.0008324139364933819
Kabiki.h0,Species_Allometry,3.0383987684069993,3.036311490867171,0.0020872775398284027,0.000688866686045204
Banaba.crown_diameter_m,Species_Morphology,4.36155,4.359933333333333,0.0016166666666670437,0.000533550420514863
Banaba.height_m,Species_Morphology,4.3635166666666665,4.36195,0.001566666666666272,0.0005170488611172453
Duhat.l1,Species_Allometry,3.041087194052912,3.0412708955560963,0.0001837015031842526,6.062722532359643e-05
